experiment,condition_id,context,fragment_names,n_fragments,active_fragments,n_active_fragments,cue_stanchions,cue_waiting_area,cue_service_sign,cue_social_density,n_primitives,primitive_set,sequence,sequence_length,backbone_length,total_VFE,mean_VFE,max_VFE,total_EFE,efe_rate,per_transition_VFE,n_obligatory,n_advancing,n_returning,topology_density,inferred_context,belief_confidence,belief_entropy,belief_reception,belief_corridor,belief_hospital,effective_affinities,weighted_scores,primitive_weights,D_KL_from_baseline
exp2,exp2_corridor_k4_observe_scene_wait_patiently_approach_service_courtesy_space,corridor,"observe_scene,wait_patiently,approach_service,courtesy_space",4,"observe_scene,wait_patiently,approach_service,courtesy_space",4,0,0,0,0,8,"approach-counter,gaze-at-agent,gaze-avert,gaze-scan,scan-environment,wait-acknowledge,wait-for-turn,yield-pass",wait-for-turn -> gaze-scan -> approach-counter -> gaze-avert -> yield-pass -> wait-acknowledge -> scan-environment -> gaze-at-agent,8,4,9.21034,1.315763,2.302585,33.211328,4.151416,1.315763,1,4,4,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""observe_scene"": 0.444845, ""wait_patiently"": 0.528961, ""approach_service"": 0.442803, ""courtesy_space"": 0.765362}","{""courtesy_space"": 0.064708, ""wait_patiently"": 0.051, ""observe_scene"": 0.046346, ""approach_service"": 0.046342}","{""gaze-avert"": 0.032354, ""yield-pass"": 0.032354, ""wait-acknowledge"": 0.0255, ""wait-for-turn"": 0.0255, ""gaze-scan"": 0.023173, ""scan-environment"": 0.023173, ""approach-counter"": 0.023171, ""gaze-at-agent"": 0.023171}",0.0
exp2,exp2_corridor_k4_observe_scene_wait_patiently_approach_service_direct_approach,corridor,"observe_scene,wait_patiently,approach_service,direct_approach",4,"observe_scene,wait_patiently,approach_service",3,0,0,0,0,6,"approach-counter,gaze-at-agent,gaze-scan,scan-environment,wait-acknowledge,wait-for-turn",gaze-at-agent -> wait-acknowledge -> wait-for-turn -> scan-environment -> gaze-scan -> approach-counter,6,4,6.907755,1.381551,2.302585,25.608619,4.268103,1.381551,0,4,2,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""observe_scene"": 0.444845, ""wait_patiently"": 0.528961, ""approach_service"": 0.442803, ""direct_approach"": 0.237669}","{""wait_patiently"": 0.045934, ""observe_scene"": 0.042014, ""approach_service"": 0.042011}","{""wait-acknowledge"": 0.022967, ""wait-for-turn"": 0.022967, ""gaze-scan"": 0.021007, ""scan-environment"": 0.021007, ""approach-counter"": 0.021005, ""gaze-at-agent"": 0.021005}",0.0
exp2,exp2_corridor_k4_observe_scene_wait_patiently_courtesy_space_direct_approach,corridor,"observe_scene,wait_patiently,courtesy_space,direct_approach",4,"observe_scene,wait_patiently,courtesy_space",3,0,0,0,0,6,"gaze-avert,gaze-scan,scan-environment,wait-acknowledge,wait-for-turn,yield-pass",gaze-scan -> yield-pass -> scan-environment -> gaze-avert -> wait-acknowledge -> wait-for-turn,6,2,6.907755,1.381551,2.302585,20.720038,3.45334,1.381551,1,2,4,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""observe_scene"": 0.444845, ""wait_patiently"": 0.528961, ""courtesy_space"": 0.765362, ""direct_approach"": 0.237669}","{""courtesy_space"": 0.065776, ""wait_patiently"": 0.053652, ""observe_scene"": 0.04963}","{""gaze-avert"": 0.032888, ""yield-pass"": 0.032888, ""wait-acknowledge"": 0.026826, ""wait-for-turn"": 0.026826, ""gaze-scan"": 0.024815, ""scan-environment"": 0.024815}",0.0
exp2,exp2_corridor_k4_observe_scene_approach_service_courtesy_space_direct_approach,corridor,"observe_scene,approach_service,courtesy_space,direct_approach",4,"observe_scene,approach_service,courtesy_space",3,0,0,0,0,6,"approach-counter,gaze-at-agent,gaze-avert,gaze-scan,scan-environment,yield-pass",gaze-at-agent -> gaze-avert -> yield-pass -> scan-environment -> gaze-scan -> approach-counter,6,3,2.302585,0.460517,2.302585,23.555685,3.925947,0.460517,1,3,3,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""observe_scene"": 0.444845, ""approach_service"": 0.442803, ""courtesy_space"": 0.765362, ""direct_approach"": 0.237669}","{""courtesy_space"": 0.063618, ""observe_scene"": 0.047331, ""approach_service"": 0.047323}","{""gaze-avert"": 0.031809, ""yield-pass"": 0.031809, ""gaze-scan"": 0.023665, ""scan-environment"": 0.023665, ""approach-counter"": 0.023661, ""gaze-at-agent"": 0.023661}",0.0
exp2,exp2_corridor_k4_queue_position_wait_patiently_approach_service_courtesy_space,corridor,"queue_position,wait_patiently,approach_service,courtesy_space",4,"wait_patiently,approach_service,courtesy_space",3,0,0,0,0,6,"approach-counter,gaze-at-agent,gaze-avert,wait-acknowledge,wait-for-turn,yield-pass",wait-for-turn -> yield-pass -> approach-counter -> gaze-avert -> wait-acknowledge -> gaze-at-agent,6,3,4.60517,0.921034,2.302585,26.212484,4.368747,0.921034,1,3,3,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""queue_position"": 0.350968, ""wait_patiently"": 0.528961, ""approach_service"": 0.442803, ""courtesy_space"": 0.765362}","{""courtesy_space"": 0.06578, ""wait_patiently"": 0.053668, ""approach_service"": 0.049636}","{""gaze-avert"": 0.03289, ""yield-pass"": 0.03289, ""wait-acknowledge"": 0.026834, ""wait-for-turn"": 0.026834, ""approach-counter"": 0.024818, ""gaze-at-agent"": 0.024818}",0.0
exp2,exp2_corridor_k4_queue_position_wait_patiently_approach_service_direct_approach,corridor,"queue_position,wait_patiently,approach_service,direct_approach",4,"wait_patiently,approach_service",2,0,0,0,0,4,"approach-counter,gaze-at-agent,wait-acknowledge,wait-for-turn",wait-for-turn -> approach-counter -> wait-acknowledge -> gaze-at-agent,4,3,2.302585,0.767528,2.302585,19.361252,4.840313,0.767528,0,3,1,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""queue_position"": 0.350968, ""wait_patiently"": 0.528961, ""approach_service"": 0.442803, ""direct_approach"": 0.237669}","{""wait_patiently"": 0.04625, ""approach_service"": 0.04375}","{""wait-acknowledge"": 0.023125, ""wait-for-turn"": 0.023125, ""approach-counter"": 0.021875, ""gaze-at-agent"": 0.021875}",0.0
exp2,exp2_corridor_k4_queue_position_wait_patiently_courtesy_space_direct_approach,corridor,"queue_position,wait_patiently,courtesy_space,direct_approach",4,"wait_patiently,courtesy_space",2,0,0,0,0,4,"gaze-avert,wait-acknowledge,wait-for-turn,yield-pass",gaze-avert -> yield-pass -> wait-acknowledge -> wait-for-turn,4,1,4.60517,1.535057,2.302585,14.943315,3.735829,1.535057,1,1,3,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""queue_position"": 0.350968, ""wait_patiently"": 0.528961, ""courtesy_space"": 0.765362, ""direct_approach"": 0.237669}","{""courtesy_space"": 0.06875, ""wait_patiently"": 0.06125}","{""gaze-avert"": 0.034375, ""yield-pass"": 0.034375, ""wait-acknowledge"": 0.030625, ""wait-for-turn"": 0.030625}",0.0
exp2,exp2_corridor_k4_queue_position_approach_service_courtesy_space_direct_approach,corridor,"queue_position,approach_service,courtesy_space,direct_approach",4,"approach_service,courtesy_space",2,0,0,0,0,4,"approach-counter,gaze-at-agent,gaze-avert,yield-pass",gaze-at-agent -> gaze-avert -> yield-pass -> approach-counter,4,2,0.0,0.0,-0.0,17.121022,4.280256,0.0,1,2,2,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""queue_position"": 0.350968, ""approach_service"": 0.442803, ""courtesy_space"": 0.765362, ""direct_approach"": 0.237669}","{""courtesy_space"": 0.065, ""approach_service"": 0.055}","{""gaze-avert"": 0.0325, ""yield-pass"": 0.0325, ""approach-counter"": 0.0275, ""gaze-at-agent"": 0.0275}",0.0
exp2,exp2_corridor_k4_wait_patiently_approach_service_courtesy_space_direct_approach,corridor,"wait_patiently,approach_service,courtesy_space,direct_approach",4,"wait_patiently,approach_service,courtesy_space",3,0,0,0,0,6,"approach-counter,gaze-at-agent,gaze-avert,wait-acknowledge,wait-for-turn,yield-pass",wait-for-turn -> yield-pass -> approach-counter -> gaze-avert -> wait-acknowledge -> gaze-at-agent,6,3,4.60517,0.921034,2.302585,26.212484,4.368747,0.921034,1,3,3,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""wait_patiently"": 0.528961, ""approach_service"": 0.442803, ""courtesy_space"": 0.765362, ""direct_approach"": 0.237669}","{""courtesy_space"": 0.06578, ""wait_patiently"": 0.053668, ""approach_service"": 0.049636}","{""gaze-avert"": 0.03289, ""yield-pass"": 0.03289, ""wait-acknowledge"": 0.026834, ""wait-for-turn"": 0.026834, ""approach-counter"": 0.024818, ""gaze-at-agent"": 0.024818}",0.0
exp2,exp2_corridor_k5_observe_scene_queue_position_wait_patiently_approach_service_courtesy_space,corridor,"observe_scene,queue_position,wait_patiently,approach_service,courtesy_space",5,"observe_scene,wait_patiently,approach_service,courtesy_space",4,0,0,0,0,8,"approach-counter,gaze-at-agent,gaze-avert,gaze-scan,scan-environment,wait-acknowledge,wait-for-turn,yield-pass",wait-for-turn -> gaze-scan -> approach-counter -> gaze-avert -> yield-pass -> wait-acknowledge -> scan-environment -> gaze-at-agent,8,4,9.21034,1.315763,2.302585,33.211328,4.151416,1.315763,1,4,4,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""observe_scene"": 0.444845, ""queue_position"": 0.350968, ""wait_patiently"": 0.528961, ""approach_service"": 0.442803, ""courtesy_space"": 0.765362}","{""courtesy_space"": 0.064708, ""wait_patiently"": 0.051, ""observe_scene"": 0.046346, ""approach_service"": 0.046342}","{""gaze-avert"": 0.032354, ""yield-pass"": 0.032354, ""wait-acknowledge"": 0.0255, ""wait-for-turn"": 0.0255, ""gaze-scan"": 0.023173, ""scan-environment"": 0.023173, ""approach-counter"": 0.023171, ""gaze-at-agent"": 0.023171}",0.0
exp2,exp2_corridor_k5_observe_scene_queue_position_wait_patiently_approach_service_direct_approach,corridor,"observe_scene,queue_position,wait_patiently,approach_service,direct_approach",5,"observe_scene,wait_patiently,approach_service",3,0,0,0,0,6,"approach-counter,gaze-at-agent,gaze-scan,scan-environment,wait-acknowledge,wait-for-turn",gaze-at-agent -> wait-acknowledge -> wait-for-turn -> scan-environment -> gaze-scan -> approach-counter,6,4,6.907755,1.381551,2.302585,25.608619,4.268103,1.381551,0,4,2,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""observe_scene"": 0.444845, ""queue_position"": 0.350968, ""wait_patiently"": 0.528961, ""approach_service"": 0.442803, ""direct_approach"": 0.237669}","{""wait_patiently"": 0.045934, ""observe_scene"": 0.042014, ""approach_service"": 0.042011}","{""wait-acknowledge"": 0.022967, ""wait-for-turn"": 0.022967, ""gaze-scan"": 0.021007, ""scan-environment"": 0.021007, ""approach-counter"": 0.021005, ""gaze-at-agent"": 0.021005}",0.0
exp2,exp2_corridor_k5_observe_scene_queue_position_wait_patiently_courtesy_space_direct_approach,corridor,"observe_scene,queue_position,wait_patiently,courtesy_space,direct_approach",5,"observe_scene,wait_patiently,courtesy_space",3,0,0,0,0,6,"gaze-avert,gaze-scan,scan-environment,wait-acknowledge,wait-for-turn,yield-pass",gaze-scan -> yield-pass -> scan-environment -> gaze-avert -> wait-acknowledge -> wait-for-turn,6,2,6.907755,1.381551,2.302585,20.720038,3.45334,1.381551,1,2,4,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""observe_scene"": 0.444845, ""queue_position"": 0.350968, ""wait_patiently"": 0.528961, ""courtesy_space"": 0.765362, ""direct_approach"": 0.237669}","{""courtesy_space"": 0.065776, ""wait_patiently"": 0.053652, ""observe_scene"": 0.04963}","{""gaze-avert"": 0.032888, ""yield-pass"": 0.032888, ""wait-acknowledge"": 0.026826, ""wait-for-turn"": 0.026826, ""gaze-scan"": 0.024815, ""scan-environment"": 0.024815}",0.0
exp2,exp2_corridor_k5_observe_scene_queue_position_approach_service_courtesy_space_direct_approach,corridor,"observe_scene,queue_position,approach_service,courtesy_space,direct_approach",5,"observe_scene,approach_service,courtesy_space",3,0,0,0,0,6,"approach-counter,gaze-at-agent,gaze-avert,gaze-scan,scan-environment,yield-pass",gaze-at-agent -> gaze-avert -> yield-pass -> scan-environment -> gaze-scan -> approach-counter,6,3,2.302585,0.460517,2.302585,23.555685,3.925947,0.460517,1,3,3,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""observe_scene"": 0.444845, ""queue_position"": 0.350968, ""approach_service"": 0.442803, ""courtesy_space"": 0.765362, ""direct_approach"": 0.237669}","{""courtesy_space"": 0.063618, ""observe_scene"": 0.047331, ""approach_service"": 0.047323}","{""gaze-avert"": 0.031809, ""yield-pass"": 0.031809, ""gaze-scan"": 0.023665, ""scan-environment"": 0.023665, ""approach-counter"": 0.023661, ""gaze-at-agent"": 0.023661}",0.0
exp2,exp2_corridor_k5_observe_scene_wait_patiently_approach_service_courtesy_space_direct_approach,corridor,"observe_scene,wait_patiently,approach_service,courtesy_space,direct_approach",5,"observe_scene,wait_patiently,approach_service,courtesy_space",4,0,0,0,0,8,"approach-counter,gaze-at-agent,gaze-avert,gaze-scan,scan-environment,wait-acknowledge,wait-for-turn,yield-pass",wait-for-turn -> gaze-scan -> approach-counter -> gaze-avert -> yield-pass -> wait-acknowledge -> scan-environment -> gaze-at-agent,8,4,9.21034,1.315763,2.302585,33.211328,4.151416,1.315763,1,4,4,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""observe_scene"": 0.444845, ""wait_patiently"": 0.528961, ""approach_service"": 0.442803, ""courtesy_space"": 0.765362, ""direct_approach"": 0.237669}","{""courtesy_space"": 0.064708, ""wait_patiently"": 0.051, ""observe_scene"": 0.046346, ""approach_service"": 0.046342}","{""gaze-avert"": 0.032354, ""yield-pass"": 0.032354, ""wait-acknowledge"": 0.0255, ""wait-for-turn"": 0.0255, ""gaze-scan"": 0.023173, ""scan-environment"": 0.023173, ""approach-counter"": 0.023171, ""gaze-at-agent"": 0.023171}",0.0
exp2,exp2_corridor_k5_queue_position_wait_patiently_approach_service_courtesy_space_direct_approach,corridor,"queue_position,wait_patiently,approach_service,courtesy_space,direct_approach",5,"wait_patiently,approach_service,courtesy_space",3,0,0,0,0,6,"approach-counter,gaze-at-agent,gaze-avert,wait-acknowledge,wait-for-turn,yield-pass",wait-for-turn -> yield-pass -> approach-counter -> gaze-avert -> wait-acknowledge -> gaze-at-agent,6,3,4.60517,0.921034,2.302585,26.212484,4.368747,0.921034,1,3,3,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""queue_position"": 0.350968, ""wait_patiently"": 0.528961, ""approach_service"": 0.442803, ""courtesy_space"": 0.765362, ""direct_approach"": 0.237669}","{""courtesy_space"": 0.06578, ""wait_patiently"": 0.053668, ""approach_service"": 0.049636}","{""gaze-avert"": 0.03289, ""yield-pass"": 0.03289, ""wait-acknowledge"": 0.026834, ""wait-for-turn"": 0.026834, ""approach-counter"": 0.024818, ""gaze-at-agent"": 0.024818}",0.0
exp2,exp2_corridor_k6_observe_scene_queue_position_wait_patiently_approach_service_courtesy_space_direct_approach,corridor,"observe_scene,queue_position,wait_patiently,approach_service,courtesy_space,direct_approach",6,"observe_scene,wait_patiently,approach_service,courtesy_space",4,0,0,0,0,8,"approach-counter,gaze-at-agent,gaze-avert,gaze-scan,scan-environment,wait-acknowledge,wait-for-turn,yield-pass",wait-for-turn -> gaze-scan -> approach-counter -> gaze-avert -> yield-pass -> wait-acknowledge -> scan-environment -> gaze-at-agent,8,4,9.21034,1.315763,2.302585,33.211328,4.151416,1.315763,1,4,4,1.0,corridor,0.906228,0.375391,0.052947,0.906228,0.040825,"{""observe_scene"": 0.444845, ""queue_position"": 0.350968, ""wait_patiently"": 0.528961, ""approach_service"": 0.442803, ""courtesy_space"": 0.765362, ""direct_approach"": 0.237669}","{""courtesy_space"": 0.064708, ""wait_patiently"": 0.051, ""observe_scene"": 0.046346, ""approach_service"": 0.046342}","{""gaze-avert"": 0.032354, ""yield-pass"": 0.032354, ""wait-acknowledge"": 0.0255, ""wait-for-turn"": 0.0255, ""gaze-scan"": 0.023173, ""scan-environment"": 0.023173, ""approach-counter"": 0.023171, ""gaze-at-agent"": 0.023171}",0.0
exp2,exp2_hospital_k1_observe_scene,hospital,observe_scene,1,observe_scene,1,0,0,0,0,2,"gaze-scan,scan-environment",gaze-scan -> scan-environment,2,1,0.0,0.0,-0.0,4.382027,2.191013,0.0,0,1,1,1.0,hospital,0.964641,0.16072,0.033312,0.002047,0.964641,"{""observe_scene"": 0.850745}","{""observe_scene"": 0.047813}","{""gaze-scan"": 0.023906, ""scan-environment"": 0.023906}",0.0
exp2,exp2_hospital_k1_queue_position,hospital,queue_position,1,queue_position,1,0,0,0,0,2,"position-in-queue,yield-pass",yield-pass -> position-in-queue,2,1,0.0,0.0,-0.0,3.056651,1.528325,0.0,2,1,1,1.0,hospital,0.964641,0.16072,0.033312,0.002047,0.964641,"{""queue_position"": 0.895441}","{""queue_position"": 0.050625}","{""position-in-queue"": 0.025313, ""yield-pass"": 0.025313}",0.0
exp2,exp2_hospital_k1_wait_patiently,hospital,wait_patiently,1,wait_patiently,1,0,0,0,0,2,"wait-acknowledge,wait-for-turn",wait-acknowledge -> wait-for-turn,2,1,0.0,0.0,-0.0,3.932124,1.966062,0.0,0,1,1,1.0,hospital,0.964641,0.16072,0.033312,0.002047,0.964641,"{""wait_patiently"": 0.940751}","{""wait_patiently"": 0.053438}","{""wait-acknowledge"": 0.026719, ""wait-for-turn"": 0.026719}",0.0
exp2,exp2_hospital_k1_approach_service,hospital,approach_service,1,approach_service,1,0,0,0,0,2,"approach-counter,gaze-at-agent",approach-counter -> gaze-at-agent,2,2,0.0,0.0,-0.0,6.948577,3.474289,0.0,0,2,0,1.0,hospital,0.964641,0.16072,0.033312,0.002047,0.964641,"{""approach_service"": 0.802513}","{""approach_service"": 0.045}","{""approach-counter"": 0.0225, ""gaze-at-agent"": 0.0225}",0.0
exp2,exp2_hospital_k1_courtesy_space,hospital,courtesy_space,1,courtesy_space,1,0,0,0,0,2,"gaze-avert,yield-pass",gaze-avert -> yield-pass,2,0,0.0,0.0,-0.0,10.819778,5.409889,0.0,1,0,2,1.0,hospital,0.964641,0.16072,0.033312,0.002047,0.964641,"{""courtesy_space"": 0.590416}","{""courtesy_space"": 0.03375}","{""gaze-avert"": 0.016875, ""yield-pass"": 0.016875}",0.0
exp2,exp2_hospital_k1_direct_approach,hospital,direct_approach,1,,0,0,0,0,0,0,,,0,0,0.0,0.0,0.0,4.60517,4.60517,0.0,0,0,0,0.0,hospital,0.964641,0.16072,0.033312,0.002047,0.964641,"{""direct_approach"": 0.176752}",{},{},0.0
exp2,exp2_hospital_k2_observe_scene_queue_position,hospital,"observe_scene,queue_position",2,"observe_scene,queue_position",2,0,0,0,0,4,"gaze-scan,position-in-queue,scan-environment,yield-pass",scan-environment -> gaze-scan -> position-in-queue -> yield-pass,4,2,4.60517,1.535057,2.302585,10.360425,2.590106,1.535057,2,2,2,1.0,hospital,0.964641,0.16072,0.033312,0.002047,0.964641,"{""observe_scene"": 0.850745, ""queue_position"": 0.895441}","{""queue_position"": 0.088125, ""observe_scene"": 0.086875}","{""position-in-queue"": 0.044063, ""yield-pass"": 0.044063, ""gaze-scan"": 0.043438, ""scan-environment"": 0.043438}",0.0
exp2,exp2_hospital_k2_observe_scene_wait_patiently,hospital,"observe_scene,wait_patiently",2,"observe_scene,wait_patiently",2,0,0,0,0,4,"gaze-scan,scan-environment,wait-acknowledge,wait-for-turn",gaze-scan -> wait-acknowledge -> scan-environment -> wait-for-turn,4,2,4.60517,1.535057,2.302585,11.235898,2.808974,1.535057,0,2,2,1.0,hospital,0.964641,0.16072,0.033312,0.002047,0.964641,"{""observe_scene"": 0.850745, ""wait_patiently"": 0.940751}","{""wait_patiently"": 0.09125, ""observe_scene"": 0.08875}","{""wait-acknowledge"": 0.045625, ""wait-for-turn"": 0.045625, ""gaze-scan"": 0.044375, ""scan-environment"": 0.044375}",0.0
exp2,exp2_hospital_k2_observe_scene_approach_service,hospital,"observe_scene,approach_service",2,"observe_scene,approach_service",2,0,0,0,0,4,"approach-counter,gaze-at-agent,gaze-scan,scan-environment",gaze-scan -> scan-environment -> approach-counter -> gaze-at-agent,4,3,4.60517,1.535057,2.302585,14.784878,3.696219,1.535057,0,3,1,1.0,hospital,0.964641,0.16072,0.033312,0.002047,0.964641,"{""observe_scene"": 0.850745, ""approach_service"": 0.802513}","{""observe_scene"": 0.083125, ""approach_service"": 0.081875}","{""gaze-scan"": 0.041563, ""scan-environment"": 0.041563, ""approach-counter"": 0.040938, ""gaze-at-agent"": 0.040938}",0.0
exp2,exp2_hospital_k2_observe_scene_courtesy_space,hospital,"observe_scene,courtesy_space",2,"observe_scene,courtesy_space",2,0,0,0,0,4,"gaze-avert,gaze-scan,scan-environment,yield-pass",gaze-scan -> yield-pass -> scan-environment -> gaze-avert,4,1,4.60517,1.535057,2.302585,14.904676,3.726169,1.535057,1,1,3,1.0,hospital,0.964641,0.16072,0.033312,0.002047,0.964641,"{""observe_scene"": 0.850745, ""courtesy_space"": 0.590416}","{""observe_scene"": 0.075625, ""courtesy_space"": 0.069375}","{""gaze-scan"": 0.037812, ""scan-environment"": 0.037812, ""gaze-avert"": 0.034688, ""yield-pass"": 0.034688}",0.0
exp2,exp2_hospital_k2_observe_scene_direct_approach,hospital,"observe_scene,direct_approach",2,observe_scene,1,0,0,0,0,2,"gaze-scan,scan-environment",gaze-scan -> scan-environment,2,1,0.0,0.0,-0.0,4.382027,2.191013,0.0,0,1,1,1.0,hospital,0.964641,0.16072,0.033312,0.002047,0.964641,"{""observe_scene"": 0.850745, ""direct_approach"": 0.176752}","{""observe_scene"": 0.047813}","{""gaze-scan"": 0.023906, ""scan-environment"": 0.023906}",0.0
exp2,exp2_hospital_k2_queue_position_wait_patiently,hospital,"queue_position,wait_patiently",2,"queue_position,wait_patiently",2,0,0,0,0,4,"position-in-queue,wait-acknowledge,wait-for-turn,yield-pass",wait-acknowledge -> yield-pass -> position-in-queue -> wait-for-turn,4,2,0.0,0.0,-0.0,9.755185,2.438796,0.0,2,2,2,1.0,hospital,0.964641,0.16072,0.033312,0.002047,0.964641,"{""queue_position"": 0.895441, ""wait_patiently"": 0.940751}","{""wait_patiently"": 0.093125, ""queue_position"": 0.091875}","{""wait-acknowledge"": 0.046563, ""wait-for-turn"": 0.046563, ""position-in-queue"": 0.045937, ""yield-pass"": 0.045937}",0.0
exp2,exp2_hospital_k2_queue_position_approach_service,hospital,"queue_position,approach_service",2,"queue_position,approach_service",2,0,0,0,0,4,"approach-counter,gaze-at-agent,position-in-queue,yield-pass",position-in-queue -> yield-pass -> approach-counter -> gaze-at-agent,4,3,4.60517,1.535057,2.302585,14.12219,3.530547,1.535057,2,3,1,1.0,hospital,0.964641,0.16072,0.033312,0.002047,0.964641,"{""queue_position"": 0.895441, ""approach_service"": 0.802513}","{""queue_position"": 0.08625, ""approach_service"": 0.08375}","{""position-in-queue"": 0.043125, ""yield-pass"": 0.043125, ""approach-counter"": 0.041875, ""gaze-at-agent"": 0.041875}",0.0
exp2,exp2_hospital_k2_queue_position_courtesy_space,hospital,"queue_position,courtesy_space",2,"queue_position,courtesy_space",2,0,0,0,0,3,"gaze-avert,position-in-queue,yield-pass",gaze-avert -> yield-pass -> position-in-queue,3,1,0.0,0.0,-0.0,8.271093,2.757031,0.0,2,1,2,1.0,hospital,0.964641,0.16072,0.033312,0.002047,0.964641,"{""queue_position"": 0.895441, ""courtesy_space"": 0.590416}","{""queue_position"": 0.07875, ""courtesy_space"": 0.07125}","{""position-in-queue"": 0.039375, ""yield-pass"": 0.075, ""gaze-avert"": 0.035625}",0.0
exp2,exp2_hospital_k2_queue_position_direct_approach,hospital,"queue_position,direct_approach",2,queue_position,1,0,0,0,0,2,"position-in-queue,yield-pass",yield-pass -> position-in-queue,2,1,0.0,0.0,-0.0,3.056651,1.528325,0.0,2,1,1,1.0,hospital,0.964641,0.16072,0.033312,0.002047,0.964641,"{""queue_position"": 0.895441, ""direct_approach"": 0.176752}","{""queue_position"": 0.050625}","{""position-in-queue"": 0.025313, ""yield-pass"": 0.025313}",0.0
exp2,exp2_hospital_k2_wait_patiently_approach_service,hospital,"wait_patiently,approach_service",2,"wait_patiently,approach_service",2,0,0,0,0,4,"approach-counter,gaze-at-agent,wait-acknowledge,wait-for-turn",wait-for-turn -> approach-counter -> wait-acknowledge -> gaze-at-agent,4,3,2.302585,0.767528,2.302585,13.66752,3.41688,0.767528,0,3,1,1.0,hospital,0.964641,0.16072,0.033312,0.002047,0.964641,"{""wait_patiently"": 0.940751, ""approach_service"": 0.802513}","{""wait_patiently"": 0.089375, ""approach_service"": 0.085625}","{""wait-acknowledge"": 0.044688, ""wait-for-turn"": 0.044688, ""approach-counter"": 0.042813, ""gaze-at-agent"": 0.042813}",0.0
exp2,exp2_hospital_k2_wait_patiently_courtesy_space,hospital,"wait_patiently,courtesy_space",2,"wait_patiently,courtesy_space",2,0,0,0,0,4,"gaze-avert,wait-acknowledge,wait-for-turn,yield-pass",wait-acknowledge -> gaze-avert -> yield-pass -> wait-for-turn,4,1,2.302585,0.767528,2.302585,14.740272,3.685068,0.767528,1,1,3,1.0,hospital,0.964641,0.16072,0.033312,0.002047,0.964641,"{""wait_patiently"": 0.940751, ""courtesy_space"": 0.590416}","{""wait_patiently"": 0.081875, ""courtesy_space"": 0.073125}","{""wait-acknowledge"": 0.040938, ""wait-for-turn"": 0.040938, ""gaze-avert"": 0.036562, ""yield-pass"": 0.036562}",0.0
exp2,exp2_hospital_k2_wait_patiently_direct_approach,hospital,"wait_patiently,direct_approach",2,wait_patiently,1,0,0,0,0,2,"wait-acknowledge,wait-for-turn",wait-acknowledge -> wait-for-turn,2,1,0.0,0.0,-0.0,3.932124,1.966062,0.0,0,1,1,1.0,hospital,0.964641,0.16072,0.033312,0.002047,0.964641,"{""wait_patiently"": 0.940751, ""direct_approach"": 0.176752}","{""wait_patiently"": 0.053438}","{""wait-acknowledge"": 0.026719, ""wait-for-turn"": 0.026719}",0.0
exp2,exp2_hospital_k2_approach_service_courtesy_space,hospital,"approach_service,courtesy_space",2,"approach_service,courtesy_space",2,0,0,0,0,4,"approach-counter,gaze-at-agent,gaze-avert,yield-pass",gaze-at-agent -> gaze-avert -> approach-counter -> yield-pass,4,2,4.60517,1.535057,2.302585,16.938701,4.234675,1.535057,1,2,2,1.0,hospital,0.964641,0.16072,0.033312,0.002047,0.964641,"{""approach_service"": 0.802513, ""courtesy_space"": 0.590416}","{""approach_service"": 0.0725, ""courtesy_space"": 0.0675}","{""approach-counter"": 0.03625, ""gaze-at-agent"": 0.03625, ""gaze-avert"": 0.03375, ""yield-pass"": 0.03375}",0.0
exp2,exp2_hospital_k2_approach_service_direct_approach,hospital,"approach_service,direct_approach",2,approach_service,1,0,0,0,0,2,"approach-counter,gaze-at-agent",approach-counter -> gaze-at-agent,2,2,0.0,0.0,-0.0,6.948577,3.474289,0.0,0,2,0,1.0,hospital,0.964641,0.16072,0.033312,0.002047,0.964641,"{""approach_service"": 0.802513, ""direct_approach"": 0.176752}","{""approach_service"": 0.045}","{""approach-counter"": 0.0225, ""gaze-at-agent"": 0.0225}",0.0
